id,name,first_air_date,popularity,vote_average,vote_count,status,in_production,num_seasons,num_episodes,genres,type,original_language,origin_country,avg_episode_runtime,show_age_days,days_since_last_episode,keywords,last_air_date,us_content_rating,imdb_id,created_by,homepage
115577,Sonic Prime,2022-12-15,8.565,8.225,523,Ended,False,3,23,"Animation, Action & Adventure, Sci-Fi & Fantasy, Kids",Scripted,en,US,,1133.0,741.0,"exploration, fast, friends, confrontation, based on video game",2024-01-11,TV-Y7,tt13961348,"Duncan Rouleau, Joe Casey, Joe Kelly, Steven T. Seagle",https://www.netflix.com/title/81294811
65294,A Series of Unfortunate Events,2017-01-13,8.5468,7.393,981,Ended,False,3,25,"Action & Adventure, Family, Comedy, Mystery",Scripted,en,US,52.0,3295.0,2577.0,"based on novel or book, secret society, on the run, orphan, reboot",2019-01-01,TV-PG,tt4834206,"Barry Sonnenfeld, Daniel Handler",https://www.netflix.com/title/80050008
60699,Marco Polo,2014-12-12,8.4086,7.347,577,Canceled,False,2,20,"Action & Adventure, Drama",Scripted,en,US,,4058.0,3491.0,"historical, explorer, medieval, marco polo, historical drama",2016-07-01,TV-MA,tt2189461,John Fusco,https://www.netflix.com/title/70305883
76922,Queer Eye,2018-02-07,8.3706,7.4,148,Returning Series,True,10,76,Reality,Reality,en,US,50.0,2905.0,406.0,"lifestyle, cooking, fashion designer, male homosexuality, fashion",2024-12-11,TV-14,tt7259746,,https://www.netflix.com/title/80160037
71578,Atypical,2017-08-11,8.3688,8.081,1183,Ended,False,4,38,"Drama, Comedy",Scripted,en,US,33.0,3085.0,1657.0,"autism, high school, connecticut, family relationships, coming of age",2021-07-09,TV-14,tt6315640,Robia Rashid,https://www.netflix.com/title/80117540
71024,Castlevania,2017-07-07,8.3565,8.25,1479,Ended,False,4,32,"Animation, Sci-Fi & Fantasy, Drama",Scripted,en,US,,3120.0,1714.0,"magic, vampire, cartoon, vampire hunter (slayer), demon",2021-05-13,TV-MA,tt6517102,Warren Ellis,https://www.netflix.com/title/80095241
123403,Pernille,2021-05-02,8.2947,7.829,38,Returning Series,True,5,30,"Drama, Comedy",Scripted,no,NO,32.0,1725.0,251.0,"loss of loved one, coming of age, single mother, family, teenage daughter",2025-05-15,,tt12567072,Henriette Steenstrup,https://viaplay.no/serier/porni
70593,Kingdom,2019-01-25,8.2902,8.223,1164,Ended,False,2,12,"Drama, Mystery",Scripted,ko,KR,,2553.0,2140.0,"kingdom, royal family, based on comic, outbreak, zombie",2020-03-13,TV-MA,tt6611916,"Kim Eun-hee, Kim Seong-hun",https://www.netflix.com/title/80180171
69470,Santa Clarita Diet,2017-02-03,8.2756,7.445,777,Canceled,False,3,30,"Comedy, Mystery, Crime",Scripted,en,US,,3274.0,2490.0,"california, marriage, murder, dark comedy, zombie",2019-03-29,TV-MA,tt5580540,Victor Fresco,https://www.netflix.com/title/80095815
255752,Haunted Hotel,2025-09-19,8.2692,8.1,65,Returning Series,True,1,10,"Animation, Comedy",Scripted,en,US,,124.0,124.0,"hotel, murder, single mother, demon, demonic possession",2025-09-19,TV-14,tt32499579,Matt Roller,https://www.netflix.com/title/81674500
247769,The Great Indian Kapil Show,2024-03-30,8.2484,7.6,12,Returning Series,True,4,43,"Talk, Comedy",Talk Show,hi,IN,60.0,662.0,25.0,,2025-12-27,TV-14,tt30003786,Kapil Sharma,https://www.netflix.com/title/81737430
78798,Busted!,2018-05-04,8.216,7.8,38,Ended,False,3,28,"Comedy, Mystery",Reality,ko,KR,85.0,2819.0,1825.0,"detective, whodunit, variety show",2021-01-22,TV-14,tt8328460,Jo Hyo-jin,https://www.bustednetflix.com/
95612,Home for Christmas,2019-12-05,8.2087,7.4,252,Returning Series,True,3,20,"Drama, Comedy",Scripted,no,NO,,2239.0,40.0,"romance, oslo, norway, christmas",2025-12-12,TV-MA,tt10069398,Per-Olav Sørensen,https://www.netflix.com/title/81083590
132719,Money Heist: From Tokyo to Berlin,2021-09-03,8.184,8.184,237,Ended,False,1,2,Documentary,Miniseries,es,ES,53.0,1601.0,1510.0,"making of, based on tv series, emotion",2021-12-03,TV-MA,tt15384346,,https://www.netflix.com/title/81488216
302569,What Lies Beneath,2025-10-17,8.1679,10.0,2,Returning Series,True,1,100,"Drama, Action & Adventure, Comedy, Mystery, Crime",Scripted,tl,PH,,96.0,1.0,"action comedy, mystery drama, thriller drama",2026-01-20,,,,
110534,D.P.,2021-08-27,8.1663,8.0,251,Ended,False,2,12,"Drama, Action & Adventure, Crime",Scripted,ko,KR,50.0,1608.0,908.0,"desertion, melancholy, investigation, based on comic, mission",2023-07-28,TV-MA,tt13024974,"Kim Bo-tong, Han Jun-hee",https://www.netflix.com/title/81280917
245312,A Man on the Inside,2024-11-21,8.149,7.492,182,Returning Series,True,2,16,"Comedy, Crime",Scripted,en,US,,426.0,62.0,"spy, san francisco, california, amateur detective, parenthood, private investigator",2025-11-20,TV-14,tt26670955,Michael Schur,https://www.netflix.com/title/81677257
85720,Shadow and Bone,2021-04-23,8.1008,7.788,1516,Canceled,False,2,16,"Drama, Sci-Fi & Fantasy",Scripted,en,US,52.0,1734.0,1042.0,"based on novel or book, magic, crew, soldier, young woman",2023-03-16,TV-14,tt2403776,Eric Heisserer,https://www.netflix.com/title/80236319
216082,Zero Day,2025-02-20,8.0759,6.975,397,Ended,False,1,6,"Drama, War & Politics",Miniseries,en,US,,335.0,335.0,"usa president, investigation, conspiracy, miniseries, political thriller",2025-02-20,TV-MA,tt23872886,"Eric Newman, Noah Oppenheim, Michael S. Schmidt",https://www.netflix.com/title/81598435
76719,The Rain,2018-05-04,8.068,7.232,1299,Ended,False,3,20,"Sci-Fi & Fantasy, Drama",Scripted,da,DK,45.0,2819.0,1994.0,"bunker, post-apocalyptic future, survival, search, virus",2020-08-06,TV-MA,tt6656238,"Christian Potalivo, Esben Toft Jacobsen, Jannik Tai Mosholt",https://www.netflix.com/title/80154610
94244,Obliterated,2023-11-30,8.0449,6.927,198,Canceled,False,1,8,"Comedy, Action & Adventure, Drama",Scripted,en,US,,783.0,783.0,"special forces, intoxication, terrorist attack, dramedy",2023-11-30,TV-MA,tt11097240,"Jon Hurwitz, Hayden Schlossberg, Josh Heald",https://www.netflix.com/title/81413928
112836,Money Heist: Korea - Joint Economic Area,2022-06-24,8.0201,7.718,705,Ended,False,1,12,"Action & Adventure, Crime, Drama, Mystery",Scripted,ko,KR,75.0,1307.0,1139.0,"robbery, bank, remake, money, bank robbery",2022-12-09,TV-MA,tt13696452,"Ryu Yong-jae, Kim Hong-sun, Kim Hwan-chae, Choi Sung-joon",https://www.netflix.com/title/80997343
123548,Castlevania: Nocturne,2023-09-28,7.9677,7.8,246,Returning Series,True,2,16,"Animation, Sci-Fi & Fantasy, Drama",Scripted,en,US,,846.0,370.0,"vampire, french revolution, vampire hunter (slayer), based on video game, dark fantasy",2025-01-16,TV-MA,tt14833612,Clive Bradley,https://www.netflix.com/title/81436901
254544,The Waterfront,2025-06-19,7.9661,7.167,69,Canceled,False,1,8,"Drama, Crime",Scripted,en,US,,216.0,216.0,"fishing, opium, drug trafficking, north carolina, empire",2025-06-19,TV-MA,tt31216548,Kevin Williamson,https://www.netflix.com/title/81745063
86423,Locke & Key,2020-02-07,7.9566,7.745,1401,Ended,False,3,28,"Sci-Fi & Fantasy, Drama, Mystery",Scripted,en,US,,2175.0,1260.0,"small town, magic, based on comic, supernatural power, power",2022-08-10,TV-14,tt3007572,"Meredith Averill, Aron Eli Coleite, Carlton Cuse",https://www.netflix.com/title/80241239
285636,Time Flies,2026-01-01,7.9539,8.0,8,Ended,False,1,6,"Drama, Comedy, Crime",Miniseries,es,AR,,20.0,20.0,miniseries,2026-01-01,TV-MA,tt39277519,,https://www.netflix.com/title/81517478
216985,Blood Coast,2023-12-06,7.9345,7.4,86,Returning Series,True,2,12,"Action & Adventure, Crime, Drama",Scripted,fr,FR,,777.0,43.0,,2025-12-09,TV-MA,tt28129282,Olivier Marchal,https://www.netflix.com/title/81462496
79732,She-Ra and the Princesses of Power,2018-11-13,7.9343,8.463,792,Ended,False,5,52,"Animation, Kids, Sci-Fi & Fantasy",Scripted,en,US,,2626.0,2077.0,"affectation, transformation, betrayal, female soldier, destiny",2020-05-15,TV-Y7,tt7745956,ND Stevenson,https://www.netflix.com/title/80179762
241576,Had I Not Seen the Sun,2025-11-13,7.9278,7.882,17,Ended,False,2,20,"Crime, Drama, Mystery",Miniseries,zh,TW,1100.0,69.0,41.0,"prison, romance, serial killer, traumatized woman, traumatized man",2025-12-11,TV-MA,tt35671636,,http://www.netflix.com/title/81766274
135238,Gyeongseong Creature,2023-12-22,7.8787,7.99,293,Ended,False,2,17,"Sci-Fi & Fantasy, Mystery, Action & Adventure, Drama",Scripted,ko,KR,,761.0,481.0,"monster, survival, hospital, 1940s, japanese occupation of korea",2024-09-27,TV-MA,tt22352854,Kang Eun-kyung,https://www.netflix.com/title/81618079
82104,The Order,2019-03-07,7.8548,7.6,899,Canceled,False,2,20,"Drama, Mystery, Sci-Fi & Fantasy",Scripted,en,US,50.0,2512.0,2043.0,"witch, magic, werewolf, teen drama, college student",2020-06-18,TV-MA,tt8295472,"Dennis Heaton, Shelley Eriksen",https://www.netflix.com/title/80238357
91557,Ragnarok,2020-01-31,7.8488,7.779,1104,Ended,False,3,18,"Sci-Fi & Fantasy, Drama, Mystery",Scripted,no,NO,,2182.0,881.0,"end of the world, norse mythology, catastrophe, curious, salvation",2023-08-24,TV-MA,tt9251798,"Adam Price, Emilie Lebech Kaae",https://www.netflix.com/title/80232926
154385,BEEF,2023-04-06,7.8485,7.741,835,Returning Series,True,2,18,"Comedy, Drama",Scripted,en,US,,1021.0,1021.0,"husband wife relationship, midlife crisis, marriage, coercion, anthology",2023-04-06,TV-MA,tt14403178,Lee Sung Jin,https://www.netflix.com/title/81447461
85922,Space Force,2020-05-29,7.8065,6.534,789,Canceled,False,2,17,"Comedy, Drama",Scripted,en,US,,2063.0,1433.0,"moon, satire, scientist, space race, military",2022-02-18,TV-MA,tt9612516,"Greg Daniels, Steve Carell",https://www.netflix.com/title/81021929
252649,ThamePo: Heart That Skips A Beat,2024-12-13,7.7559,9.0,23,Ended,False,1,13,Drama,Miniseries,th,TH,50.0,404.0,320.0,"dancer, forbidden love, rapper, friendship, romance",2025-03-07,TV-14,tt32226950,Aticha Tanthanawigrai,https://www.netflix.com/title/81927741
